id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
UBT	2	6.2501e-05	0.00011211	0.011043	222	2	-1.643	0.99994	0.99993	1.0	16523	0	-1.643
ATP6AP1	7	6.3466e-05	0.00040771	0.025943	223	6	-1.5513	0.9756	0.97563	1.0	15682	0	-1.5513
ACACA	3	6.5496e-05	0.00020965	0.017173	224	3	-0.86938	0.99993	0.99993	1.0	16522	0	-0.86938
EIF2B2	4	6.6467e-05	0.00024712	0.018785	225	4	-1.3668	0.99972	0.99973	1.0	16448	0	-1.3668
SMC	7	6.7063e-05	0.00042377	0.026521	226	6	-0.86517	0.96539	0.96535	1.0	15515	0	-0.86517
RPS20	3	6.9138e-05	0.00021798	0.017269	227	3	-1.6516	0.99993	0.99993	1.0	16521	0	-1.6516
PRPF38B	3	6.9533e-05	0.00021917	0.017269	228	3	-2.4753	0.99993	0.99993	1.0	16520	0	-2.4753
MTO1	3	7.0009e-05	0.00022095	0.017269	229	3	-1.0004	0.99993	0.99993	1.0	16519	0	-1.0004
SMU1	3	7.1612e-05	0.00022631	0.017522	230	3	-1.9478	0.99993	0.99993	1.0	16518	0	-1.9478
RPS3	3	7.283e-05	0.00023047	0.017762	231	3	-1.5667	0.99993	0.99993	1.0	16517	0	-1.5667
VARS2	3	7.5057e-05	0.00023642	0.018137	232	3	-3.7641	0.99992	0.99992	1.0	16516	0	-3.7641
POLR1B	5	7.6395e-05	0.0003518	0.023426	233	3	-1.5112	0.24885	0.44336	0.998811	6439	2	-1.5112
TP53RK	4	7.6592e-05	0.00028638	0.020503	234	4	-1.0599	0.99992	0.99992	1.0	16515	0	-1.0599
PPA2	7	7.6689e-05	0.00047967	0.029037	235	6	-0.53948	0.99547	0.99547	1.0	16172	0	-0.53948
POLR3K	3	7.7415e-05	0.00024355	0.018598	236	3	-1.8649	0.99992	0.99992	1.0	16514	0	-1.8649
SLC25A	4	7.8971e-05	0.00029649	0.021003	237	4	-0.79256	0.99992	0.99992	1.0	16513	0	-0.79256
KIF4A	3	7.9908e-05	0.0002501	0.018924	238	3	-1.8915	0.99992	0.99992	1.0	16512	0	-1.8915
NVL	7	8.2621e-05	0.00050614	0.029985	239	3	0.034428	0.39971	0.62112	1.0	8492	2	0.034428
CAD	4	8.2859e-05	0.00031017	0.021695	240	4	-0.77827	0.99992	0.99992	1.0	16511	0	-0.77827
ERCC1	4	8.4069e-05	0.00031314	0.021762	241	4	-1.1258	0.99968	0.99969	1.0	16443	0	-1.1258
EIF2S3	3	8.433e-05	0.00026199	0.019646	242	3	-2.9549	0.99992	0.99991	1.0	16510	0	-2.9549
ROMO	4	8.577e-05	0.00031671	0.021877	243	4	-1.6187	0.99991	0.99991	1.0	16509	0	-1.6187
RBX1	4	8.6664e-05	0.00031968	0.021991	244	4	-2.1601	0.99991	0.99991	1.0	16508	0	-2.1601
EXOSC9	3	8.6785e-05	0.00026853	0.019956	245	3	-1.3479	0.99991	0.99991	1.0	16507	0	-1.3479
RPL1	7	8.8092e-05	0.00053499	0.030923	246	6	-1.8127	0.98687	0.98691	1.0	15928	0	-1.8127
MCMBP	4	8.8359e-05	0.00032385	0.022095	247	4	-1.2633	0.99991	0.99991	1.0	16506	0	-1.2633
DHX15	5	8.8371e-05	0.0004083	0.025943	248	5	-1.3094	0.99991	0.99992	1.0	16503	0	-1.3094
CIR1	4	8.8415e-05	0.00032385	0.022095	249	4	-0.76198	0.99991	0.99991	1.0	16505	0	-0.76198
TAF1C	3	8.8727e-05	0.00027627	0.02035	250	3	-1.8637	0.99991	0.9999	1.0	16504	0	-1.8637
VCP	3	9.241e-05	0.0002834	0.020503	251	3	-1.8515	0.99991	0.9999	1.0	16502	0	-1.8515
PCN	3	9.395e-05	0.00028638	0.020503	252	3	-1.8527	0.99991	0.9999	1.0	16501	0	-1.8527
TPI1	5	9.5057e-05	0.00043923	0.027081	253	5	-1.1258	0.9999	0.99992	1.0	16500	0	-1.1258
PMPCA	4	9.5214e-05	0.00034942	0.023361	254	4	-1.9443	0.9999	0.99989	1.0	16497	0	-1.9443
SOD1	3	9.6095e-05	0.00029351	0.020881	255	3	-2.566	0.9999	0.9999	1.0	16499	0	-2.566
PSMA	4	9.6441e-05	0.00035359	0.023451	256	4	-3.4924	0.99085	0.99095	1.0	16037	0	-3.4924
RP11-173D9.	6	9.7765e-05	0.00051596	0.03035	257	4	-0.9413	0.38459	0.6008	1.0	8320	1	-0.9413
NDUFB10	4	9.8613e-05	0.0003631	0.023892	258	4	-1.3442	0.9926	0.99272	1.0	16083	0	-1.3442
ACTB	3	0.00010058	0.00030957	0.021695	259	3	-1.3804	0.9999	0.99989	1.0	16498	0	-1.3804
THOC7	4	0.00010209	0.000375	0.024481	260	3	-1.4913	0.95315	0.95303	1.0	15315	0	-1.4913
USP3	19	0.00010304	0.0011226	0.050508	261	11	-0.27743	0.019531	0.10468	0.883738	1075	5	-0.27743
EIF	7	0.0001036	0.00063372	0.034817	262	5	-0.86348	0.3793	0.6021	1.0	8252	2	-0.86348
FXN	3	0.000105	0.00032861	0.022237	263	3	-0.88532	0.99989	0.99989	1.0	16496	0	-0.88532
COX6B1	4	0.0001056	0.0003863	0.024925	264	4	-0.94621	0.99989	0.99989	1.0	16495	0	-0.94621
METTL1	12	0.00010742	0.00092575	0.04454	265	5	-0.0084592	0.23289	0.5232	1.0	6184	6	-0.0084592
EIF3H	3	0.00010891	0.0003405	0.022949	266	3	-1.5585	0.99989	0.99988	1.0	16494	0	-1.5585
ALG1	4	0.00010912	0.00039938	0.02567	267	3	-1.6246	0.95943	0.95934	1.0	15422	0	-1.6246
GPN1	2	0.00010926	0.00019895	0.016643	268	1	-1.1687	0.71996	0.71961	1.0	11983	0	-1.1687
HSPA8	3	0.00011073	0.00034704	0.023295	269	3	-1.4118	0.99989	0.99988	1.0	16493	0	-1.4118
COBRA1	4	0.00011521	0.00042853	0.026618	270	4	-1.6311	0.99988	0.99988	1.0	16492	0	-1.6311
PSMB1	4	0.00011682	0.00043566	0.026961	271	3	-2.0295	0.71283	0.73697	1.0	11884	1	-2.0295
WDR1	7	0.0001173	0.0007152	0.03744	272	4	-0.13628	0.3605	0.5845	1.0	8023	3	-0.13628
RACGAP	4	0.00011979	0.00045053	0.027675	273	4	-1.455	0.99988	0.99988	1.0	16491	0	-1.455
POLD3	3	0.00011982	0.00037083	0.024304	274	3	-2.1293	0.99988	0.99987	1.0	16490	0	-2.1293
CPSF3L	5	0.00012181	0.00055045	0.031483	275	4	-0.81667	0.73983	0.79186	1.0	12224	1	-0.81667
TAR	5	0.00012186	0.00055045	0.031483	276	5	-0.78319	0.99988	0.99989	1.0	16489	0	-0.78319
RUVBL1	6	0.0001224	0.00065335	0.035312	277	5	-1.0791	0.41793	0.62148	1.0	8723	1	-1.0791
RSL1D1	3	0.00012292	0.00037916	0.024656	278	3	-2.0966	0.99988	0.99987	1.0	16488	0	-2.0966
C10orf2	4	0.00012421	0.00046718	0.028593	279	4	-0.59124	0.99988	0.99987	1.0	16487	0	-0.59124
CARS2	3	0.00012467	0.00038451	0.024907	280	3	-1.8632	0.99988	0.99987	1.0	16486	0	-1.8632
MOGS	6	0.00012485	0.0006694	0.035927	281	6	-0.69041	0.99988	0.99989	1.0	16485	0	-0.69041
POC1B	4	0.00012643	0.0004773	0.028998	282	4	-0.6507	0.99987	0.99987	1.0	16484	0	-0.6507
RBM1	10	0.00012685	0.00097273	0.045743	283	7	-0.63853	0.4	0.66788	1.0	8499	2	-0.63853
DDX	6	0.00012795	0.00068249	0.036162	284	5	-1.4649	0.90139	0.90631	1.0	14482	1	-1.4649
ERAL1	4	0.00012855	0.00048146	0.029039	285	3	-1.6356	0.98179	0.98187	1.0	15803	0	-1.6356
HINFP	4	0.00012911	0.00048503	0.029149	286	3	-1.0691	0.112	0.23649	0.958486	3903	1	-1.0691
NDUFAF5	3	0.00013096	0.00040295	0.0258	287	3	-0.9611	0.99987	0.99986	1.0	16483	0	-0.9611
BUD3	4	0.0001325	0.00050347	0.029968	288	4	-1.7008	0.99448	0.99456	1.0	16135	0	-1.7008
CENP	22	0.00013467	0.0014587	0.057405	289	14	-0.31841	0.1749	0.49915	1.0	5180	5	-0.31841
GEMIN	6	0.00013501	0.00071996	0.037454	290	6	-0.81403	0.9992	0.99921	1.0	16359	0	-0.81403
ALDO	7	0.00013652	0.00083118	0.042057	291	6	-0.5546	0.19977	0.41826	0.993386	5613	1	-0.5546
RFC5	3	0.00013797	0.00041841	0.026384	292	3	-2.4654	0.99986	0.99986	1.0	16482	0	-2.4654
DDX39	3	0.00013834	0.0004202	0.026396	293	3	-1.3489	0.99986	0.99986	1.0	16481	0	-1.3489
RABGGT	4	0.00013887	0.00052726	0.030797	294	3	-1.3422	0.77579	0.78232	1.0	12700	1	-1.3422
KDM8	4	0.00014002	0.00052963	0.030828	295	2	-0.93416	0.86104	0.86071	1.0	13902	0	-0.93416
SREBF2	3	0.0001401	0.00042734	0.026618	296	3	-1.3105	0.99986	0.99985	1.0	16480	0	-1.3105
TK	9	0.00014115	0.001031	0.047809	297	6	-0.49486	0.86214	0.93082	1.0	13918	1	-0.49486
WDR55	4	0.00014158	0.0005338	0.030923	298	4	-1.6058	0.99986	0.99986	1.0	16479	0	-1.6058
ATP5B	4	0.00014584	0.00054986	0.031483	299	4	-1.8272	0.99785	0.99788	1.0	16268	0	-1.8272
MED8	4	0.00014688	0.00055224	0.031483	300	4	-1.1507	0.99985	0.99986	1.0	16478	0	-1.1507
CCDC94	4	0.00014829	0.00055818	0.031714	301	3	-1.6575	0.85655	0.85623	1.0	13831	0	-1.6575
RCC	7	0.00014961	0.0009198	0.044468	302	7	-0.7142	0.99935	0.99936	1.0	16383	0	-0.7142
KAT8	4	0.00015008	0.00056473	0.031935	303	4	-1.2877	0.98834	0.98839	1.0	15961	0	-1.2877
NUP88	4	0.00015034	0.00056592	0.031935	304	4	-1.8756	0.98379	0.98382	1.0	15848	0	-1.8756
PSMD2	4	0.00015304	0.00057959	0.032487	305	3	-1.5107	0.26887	0.41458	0.993386	6767	1	-1.5107
RPS6	3	0.00015339	0.00046956	0.028633	306	3	-1.2058	0.99985	0.99984	1.0	16477	0	-1.2058
PPP4R2	4	0.00016134	0.00060517	0.033693	307	4	-0.66682	0.99984	0.99984	1.0	16475	0	-0.66682
TSEN3	4	0.00016594	0.00062361	0.034604	308	4	-0.96559	0.99983	0.99984	1.0	16474	0	-0.96559
GEMIN5	4	0.0001673	0.00062955	0.034703	309	4	-1.7738	0.99928	0.99927	1.0	16372	0	-1.7738
REV3	4	0.0001715	0.00064561	0.035187	310	3	-2.1114	0.67754	0.71489	1.0	11478	1	-2.1114
PSMG	4	0.00017205	0.0006468	0.035187	311	4	-1.7512	0.99983	0.99983	1.0	16473	0	-1.7512
PDCD7	4	0.00017582	0.0006581	0.035455	312	4	-1.1375	0.99864	0.99864	1.0	16312	0	-1.1375
GLRX5	4	0.00017997	0.00067119	0.035927	313	3	-1.3937	0.977	0.97704	1.0	15710	0	-1.3937
EIF4A3	4	0.00018196	0.00068011	0.036162	314	4	-1.2526	0.99982	0.99982	1.0	16472	0	-1.2526
TNS	4	0.0001826	0.00068189	0.036162	315	4	-1.0665	0.99982	0.99982	1.0	16471	0	-1.0665
DYNC1H1	4	0.00018309	0.00068427	0.036162	316	4	-1.386	0.99982	0.99982	1.0	16470	0	-1.386
PFDN	7	0.000186	0.0011506	0.05084	317	5	-1.3232	0.20436	0.42513	0.993386	5700	1	-1.3232
RPS13	3	0.00018759	0.00056948	0.032028	318	3	-1.2534	0.99981	0.99981	1.0	16468	0	-1.2534
FDXR	7	0.0001877	0.0011607	0.05084	319	3	0.08745	0.02641	0.093412	0.883738	1350	4	0.08745
PPP1R15B	5	0.00018864	0.0008746	0.043203	320	4	-0.99816	0.11345	0.24983	0.964015	3942	1	-0.99816
DHDDS	4	0.00019064	0.00071282	0.03744	321	4	-1.3784	0.99208	0.9922	1.0	16073	0	-1.3784
GTF3C4	3	0.00019223	0.00058257	0.032544	322	3	-1.8173	0.99981	0.99981	1.0	16467	0	-1.8173
DHX36	4	0.00019601	0.00073542	0.03802	323	3	-1.9222	0.65355	0.70096	1.0	11194	1	-1.9222
SNX17	6	0.00020249	0.0010875	0.049249	324	6	-0.62503	0.99908	0.99909	1.0	16349	0	-0.62503
DNM1L	4	0.00020678	0.00076873	0.039619	325	3	-0.92323	0.87195	0.87165	1.0	14063	0	-0.92323
CCNA2	5	0.00021139	0.00096619	0.045694	326	5	-1.5611	0.99975	0.99976	1.0	16455	0	-1.5611
VHL	5	0.00021236	0.00097273	0.045743	327	4	-1.4303	0.98711	0.98721	1.0	15935	0	-1.4303
SLC35A1	4	0.00021286	0.00078776	0.04035	328	4	-0.63134	0.99979	0.99979	1.0	16464	0	-0.63134
PFDN2	6	0.00021295	0.0011303	0.050583	329	5	-1.5849	0.97426	0.97424	1.0	15652	0	-1.5849
POLR3B	7	0.00021855	0.0013599	0.055082	330	5	-0.88746	0.87511	0.90833	1.0	14106	1	-0.88746
TAF3	4	0.00021873	0.00080858	0.04129	331	4	-1.7993	0.9993	0.9993	1.0	16375	0	-1.7993
EEF1A	6	0.00022384	0.0011857	0.05132	332	4	-0.6436	0.79635	0.85198	1.0	12980	1	-0.6436
TINF2	4	0.00022465	0.0008288	0.042057	333	4	-0.81099	0.99978	0.99977	1.0	16462	0	-0.81099
EIF3A	4	0.00023058	0.00085437	0.042959	334	4	-2.3589	0.99374	0.9938	1.0	16112	0	-2.3589
MA	7	0.00023063	0.0014307	0.056842	335	4	-0.34329	0.67367	0.80736	1.0	11429	2	-0.34329
PPP2R1A	4	0.00023113	0.00085675	0.042959	336	3	-1.1324	0.89173	0.89138	1.0	14331	0	-1.1324
C15orf42	4	0.00023514	0.00086924	0.043184	337	4	-1.304	0.99976	0.99976	1.0	16461	0	-1.304
SFSWAP	4	0.00023537	0.00087043	0.043184	338	4	-1.2811	0.99976	0.99976	1.0	16460	0	-1.2811
MRPS1	3	0.00023677	0.00071342	0.03744	339	3	-1.7652	0.99976	0.99976	1.0	16459	0	-1.7652
STX5	4	0.00023777	0.00087816	0.043251	340	4	-1.2201	0.99967	0.99969	1.0	16440	0	-1.2201
EIF6	4	0.00023955	0.00088411	0.043346	341	4	-2.4132	0.99976	0.99976	1.0	16458	0	-2.4132
C12orf45	3	0.00023979	0.00071817	0.037454	342	2	-1.7988	0.70574	0.70745	1.0	11800	1	-1.7988
NFYC	6	0.00023985	0.0012677	0.053016	343	5	-0.61242	0.98488	0.98492	1.0	15870	0	-0.61242
DGCR14	4	0.0002403	0.0008853	0.043346	344	3	-1.2967	0.62241	0.6839	1.0	10837	1	-1.2967
COPA	4	0.00024569	0.00089839	0.043729	345	3	-1.5075	0.98118	0.98124	1.0	15796	0	-1.5075
DHX9	4	0.00024882	0.00090731	0.044035	346	4	-1.5433	0.99975	0.99975	1.0	16457	0	-1.5433
DPH3	6	0.00024982	0.0013189	0.053945	347	5	-1.151	0.69399	0.8121	1.0	11669	1	-1.151
NRF	4	0.00025293	0.00092158	0.044468	348	4	-1.4331	0.99975	0.99975	1.0	16456	0	-1.4331
ELAC2	4	0.000257	0.00093526	0.044868	349	3	-1.6485	0.80775	0.80908	1.0	13127	1	-1.6485
COPS2	2	0.00025922	0.00050347	0.029968	350	2	-1.4296	0.99974	0.99973	1.0	16453	0	-1.4296
TUBG1	2	0.00026023	0.00050406	0.029968	351	2	-2.4344	0.99974	0.99973	1.0	16452	0	-2.4344
MRPL33	7	0.00026028	0.0015943	0.061933	352	6	-0.906	0.61706	0.7748	1.0	10779	1	-0.906
DCTN1	10	0.0002604	0.0018994	0.068652	353	8	-0.70003	0.37255	0.64393	1.0	8165	2	-0.70003
TNPO3	4	0.00026232	0.00095667	0.045372	354	3	-0.63092	0.42487	0.57211	1.0	8796	1	-0.63092
RAD21	4	0.00026263	0.00095667	0.045372	355	4	-1.3767	0.99965	0.99967	1.0	16434	0	-1.3767
MOCS3	2	0.00027142	0.0005225	0.030627	356	2	-2.3926	0.99973	0.99971	1.0	16450	0	-2.3926
ARMC5	4	0.00027878	0.001012	0.047322	357	4	-0.99818	0.99972	0.99973	1.0	16449	0	-0.99818
MRPL11	4	0.00028534	0.0010393	0.047928	358	3	-1.0918	0.94674	0.94664	1.0	15205	0	-1.0918
COPB	4	0.00028723	0.0010465	0.048124	359	4	-1.382	0.99971	0.99972	1.0	16447	0	-1.382
RPA2	4	0.0002885	0.0010512	0.048209	360	3	-1.1875	0.1851	0.33034	0.98246	5363	1	-1.1875
TOMM4	3	0.00029161	0.0008627	0.043127	361	3	-1.7897	0.99971	0.99971	1.0	16446	0	-1.7897
PSMA7	4	0.00029169	0.001059	0.048431	362	3	-1.6939	0.89482	0.89449	1.0	14374	0	-1.6939
ATP6V1G1	4	0.00029329	0.0010655	0.048596	363	4	-1.5306	0.99075	0.99085	1.0	16033	0	-1.5306
AURK	3	0.00029533	0.00087162	0.043184	364	3	-1.2237	0.9997	0.99971	1.0	16445	0	-1.2237
FAM210	4	0.00030139	0.0010887	0.049249	365	3	-1.662	0.9687	0.9686	1.0	15568	0	-1.662
GPATCH4	6	0.00030307	0.0016079	0.062105	366	6	-0.75956	0.9997	0.99971	1.0	16444	0	-0.75956
TUBGCP2	4	0.00030437	0.0010988	0.049572	367	2	-0.72922	0.0096405	0.032298	0.816307	602	2	-0.72922
ILF3	4	0.00031369	0.0011297	0.050583	368	3	-0.67509	0.036968	0.096559	0.883738	1756	1	-0.67509
COG2	4	0.00031499	0.0011363	0.050713	369	3	-1.1352	0.75948	0.76982	1.0	12487	1	-1.1352
MRPS	4	0.00032331	0.0011607	0.05084	370	3	-1.8373	0.23829	0.38391	0.985751	6273	1	-1.8373
CTU1	4	0.00032331	0.0011607	0.05084	371	4	-2.3374	0.99577	0.99582	1.0	16187	0	-2.3374
POP7	2	0.0003236	0.00062658	0.034653	372	2	-2.3727	0.99968	0.99965	1.0	16442	0	-2.3727
POLR3E	4	0.00032461	0.001166	0.05084	373	4	-0.7257	0.99968	0.99969	1.0	16441	0	-0.7257
INCENP	3	0.00033229	0.0009882	0.046339	374	3	-0.81886	0.99967	0.99967	1.0	16439	0	-0.81886
EXOSC5	4	0.00033247	0.0011946	0.05132	375	4	-1.0665	0.99554	0.9956	1.0	16177	0	-1.0665
GUK	4	0.00033275	0.0011952	0.05132	376	3	-1.7106	0.96017	0.96008	1.0	15435	0	-1.7106
WAR	4	0.00033421	0.0012023	0.05132	377	3	-1.2031	0.77011	0.77788	1.0	12626	1	-1.2031
COPG1	5	0.00033532	0.0015336	0.060212	378	3	-1.3137	0.58015	0.71933	1.0	10410	1	-1.3137
RPS18	2	0.00033608	0.00064086	0.035093	379	2	-1.9422	0.99966	0.99964	1.0	16438	0	-1.9422
MED20	4	0.00033878	0.0012202	0.051892	380	3	-1.1763	0.9323	0.93195	1.0	14978	0	-1.1763
SF3B4	4	0.00033949	0.0012219	0.051892	381	4	-1.1516	0.99925	0.99925	1.0	16367	0	-1.1516
NDUFB9	3	0.00034158	0.0010161	0.047383	382	3	-1.0367	0.99966	0.99966	1.0	16437	0	-1.0367
DDX56	2	0.00034182	0.00065156	0.035312	383	2	-2.3095	0.99966	0.99963	1.0	16436	0	-2.3095
POP5	4	0.00034529	0.0012422	0.05235	384	3	-1.4746	0.92873	0.92846	1.0	14921	0	-1.4746
MYBL2	3	0.00034549	0.0010298	0.047809	385	3	-1.0044	0.99965	0.99966	1.0	16435	0	-1.0044
COQ2	3	0.00034757	0.0010382	0.047928	386	3	-0.91942	0.99965	0.99966	1.0	16433	0	-0.91942
RPP21	4	0.00035094	0.0012624	0.052959	387	3	-1.2108	0.075995	0.17179	0.927288	2998	1	-1.2108
DHX35	4	0.00035346	0.0012707	0.053016	388	3	-1.0999	0.9493	0.94921	1.0	15243	0	-1.0999
EMC1	6	0.00035393	0.0018726	0.068362	389	5	-0.82957	0.98272	0.98275	1.0	15826	0	-0.82957
GNL2	5	0.00035695	0.0016276	0.062429	390	3	-1.9757	0.28804	0.47888	1.0	7063	1	-1.9757
TB	4	0.00036077	0.0012987	0.05338	391	4	-2.3017	0.98955	0.98963	1.0	15991	0	-2.3017
RAD1	5	0.00036745	0.0016704	0.063198	392	5	-1.2411	0.9975	0.9975	1.0	16253	0	-1.2411
CDIP	4	0.00037268	0.0013456	0.054794	393	3	-1.0374	0.64893	0.69842	1.0	11139	1	-1.0374
PDE4DIP	11	0.00037273	0.0028123	0.089081	394	9	-0.49082	0.92761	0.96781	1.0	14899	2	-0.49082
PSMC3	4	0.00037721	0.0013552	0.055023	395	3	-1.2084	0.95363	0.95351	1.0	15325	0	-1.2084
MRPL35	8	0.00038216	0.0024805	0.081444	396	4	-0.65919	0.44869	0.67852	1.0	9085	2	-0.65919
ACIN	4	0.00038292	0.0013766	0.055582	397	3	-0.89209	0.72842	0.74759	1.0	12087	1	-0.89209
POLR1A	3	0.00038296	0.0011458	0.05084	398	3	-1.29	0.99962	0.99962	1.0	16429	0	-1.29
C14orf4	4	0.00038401	0.001379	0.055582	399	4	-0.76917	0.99962	0.99962	1.0	16428	0	-0.76917
ZZZ3	6	0.00038406	0.002032	0.072056	400	3	-0.69691	0.17667	0.36349	0.983597	5215	3	-0.69691
ADAR	6	0.00038454	0.0020344	0.072056	401	4	-0.91741	0.44265	0.63705	1.0	9018	2	-0.91741
COPS3	3	0.00038494	0.0011494	0.05084	402	3	-0.82283	0.99962	0.99962	1.0	16427	0	-0.82283
COX4I	2	0.00038525	0.00072829	0.037769	403	2	-1.7387	0.99961	0.99958	1.0	16426	0	-1.7387
NR2C2AP	3	0.00039645	0.0011744	0.051043	404	3	-0.92908	0.9996	0.99961	1.0	16425	0	-0.92908
PSMC5	3	0.00040459	0.0011922	0.05132	405	3	-0.75787	0.9996	0.9996	1.0	16424	0	-0.75787
NEDD1	3	0.00040738	0.0012017	0.05132	406	3	-1.1015	0.96925	0.96945	1.0	15578	0	-1.1015
NUTF	2	0.00041714	0.00078241	0.0402	407	2	-2.7598	0.99958	0.99955	1.0	16423	0	-2.7598
PSMD14	3	0.00042464	0.001263	0.052959	408	3	-1.0814	0.99958	0.99957	1.0	16422	0	-1.0814
NOL10	6	0.00042743	0.0022568	0.07636	409	3	-0.5219	0.15913	0.34203	0.982573	4909	2	-0.5219
TRA2B	8	0.0004287	0.0027451	0.087696	410	7	-0.55071	0.92561	0.9442	1.0	14856	1	-0.55071
TPT1	3	0.00042902	0.0012749	0.05303	411	3	-2.124	0.99957	0.99957	1.0	16421	0	-2.124
SMARCB1	3	0.00043156	0.0012838	0.05303	412	3	-1.3196	0.99957	0.99957	1.0	16420	0	-1.3196
CNOT1	3	0.00043266	0.0012886	0.053095	413	2	-1.5466	0.32318	0.44925	1.0	7542	1	-1.5466
SPTSSA	2	0.00043453	0.00082166	0.041829	414	2	-2.2746	0.99957	0.99954	1.0	16419	0	-2.2746
PUF60	5	0.0004383	0.0019975	0.071204	415	5	-0.41154	0.99956	0.99957	1.0	16418	0	-0.41154
RPS11	2	0.00043975	0.00083653	0.042199	416	2	-2.2305	0.99956	0.99953	1.0	16417	0	-2.2305
MRPL46	4	0.00044026	0.0015675	0.061398	417	3	-1.0425	0.59002	0.66711	1.0	10510	1	-1.0425
ILF2	4	0.00044152	0.0015717	0.061416	418	3	-0.7852	0.72305	0.74385	1.0	12017	1	-0.7852
PSMC	3	0.00044207	0.0013147	0.053907	419	3	-1.2399	0.99956	0.99955	1.0	16416	0	-1.2399
RPUSD3	7	0.0004461	0.0026827	0.086213	420	5	-0.61957	0.83355	0.894	1.0	13496	1	-0.61957
NUMA1	4	0.00044775	0.001596	0.061933	421	4	-1.0285	0.99955	0.99956	1.0	16415	0	-1.0285
KDM2A	6	0.00044871	0.0023597	0.078644	422	4	-0.6836	0.34619	0.55994	1.0	7838	1	-0.6836
PSMB2	6	0.0004492	0.0023621	0.078644	423	4	-0.86721	0.010583	0.041167	0.832426	640	1	-0.86721
DCTN3	4	0.00044956	0.001605	0.062105	424	4	-1.1398	0.9977	0.99771	1.0	16262	0	-1.1398
C20orf20	3	0.00045055	0.0013462	0.054794	425	3	-0.98803	0.99955	0.99954	1.0	16414	0	-0.98803
BRCA1	4	0.00045229	0.0016169	0.062276	426	3	-0.67094	0.93094	0.93062	1.0	14953	0	-0.67094
SRP19	4	0.00045339	0.0016198	0.062276	427	3	-0.8214	0.17312	0.3182	0.978476	5148	1	-0.8214
OXA1L	4	0.00046114	0.0016484	0.06296	428	3	-1.2691	0.67078	0.71093	1.0	11394	1	-1.2691
PGD	3	0.00046473	0.0013891	0.055854	429	3	-1.588	0.99954	0.99953	1.0	16413	0	-1.588
UQCRB	3	0.00046677	0.0013938	0.055911	430	2	-1.8068	0.74606	0.746	1.0	12304	0	-1.8068
ABCB7	3	0.00046952	0.0013992	0.055991	431	3	-1.4693	0.99953	0.99953	1.0	16412	0	-1.4693
FBXO17	6	0.00047561	0.0024864	0.081479	432	4	-0.94851	0.92661	0.92663	1.0	14877	1	-0.94851
PSMD12	2	0.00047717	0.00089482	0.043683	433	2	-1.5506	0.99952	0.99949	1.0	16411	0	-1.5506
C14orf102	4	0.00047732	0.0017096	0.064457	434	3	-1.269	0.41248	0.55948	1.0	8643	1	-1.269
FARSA	3	0.00047978	0.0014265	0.056812	435	3	-1.2259	0.99952	0.99952	1.0	16410	0	-1.2259
CENPM	6	0.00048082	0.0025102	0.081936	436	4	-0.5415	0.38693	0.60222	1.0	8352	2	-0.5415
RNGTT	4	0.00048764	0.0017412	0.065282	437	4	-1.255	0.99951	0.99952	1.0	16409	0	-1.255
VMP1	3	0.00048785	0.001442	0.057089	438	3	-1.9721	0.99033	0.99044	1.0	16024	0	-1.9721
FERMT	3	0.00049164	0.0014509	0.057236	439	3	-0.98474	0.99951	0.99951	1.0	16408	0	-0.98474
ZNF207	2	0.00049646	0.00093943	0.044939	440	2	-1.6574	0.9995	0.99947	1.0	16407	0	-1.6574
HAUS7	4	0.00050177	0.0017989	0.066804	441	4	-1.8786	0.99824	0.99826	1.0	16290	0	-1.8786
HBXIP	2	0.00050484	0.00095132	0.045372	442	2	-1.8664	0.9995	0.99947	1.0	16406	0	-1.8664
MYH9	4	0.00050528	0.0018119	0.06703	443	3	-1.6962	0.86149	0.86119	1.0	13912	0	-1.6962
TEFM	4	0.00050994	0.001825	0.067215	444	4	-1.0248	0.99949	0.99949	1.0	16405	0	-1.0248
CHMP3	8	0.00051055	0.0031989	0.096647	445	6	-0.4317	0.91391	0.93979	1.0	14681	1	-0.4317
JTB	6	0.00051127	0.0026636	0.085933	446	5	-0.60391	0.35586	0.5706	1.0	7964	1	-0.60391
ANAPC4	4	0.00052812	0.001891	0.068652	447	3	-1.3858	0.26317	0.40893	0.993386	6667	1	-1.3858
GADD45GIP1	4	0.00052862	0.0018934	0.068652	448	4	-1.2039	0.99947	0.99948	1.0	16404	0	-1.2039
DIAPH3	5	0.00052985	0.0023954	0.079593	449	5	-1.0114	0.99838	0.9984	1.0	16299	0	-1.0114
TRAPPC11	4	0.00053015	0.0018976	0.068652	450	4	-1.3991	0.99947	0.99948	1.0	16403	0	-1.3991
SPC24	4	0.00053143	0.0019012	0.068652	451	4	-1.5471	0.99622	0.99629	1.0	16207	0	-1.5471
MRPS18A	5	0.00053624	0.0024239	0.079963	452	3	-1.3783	0.41088	0.57687	1.0	8631	1	-1.3783
PPIH	4	0.00053782	0.0019166	0.06906	453	4	-0.89717	0.99946	0.99946	1.0	16402	0	-0.89717
LARP4	4	0.00054003	0.0019232	0.069147	454	4	-0.385	0.99946	0.99946	1.0	16401	0	-0.385
